time,open,close,high,low,volume
1364933880000,114.01355497,113.96002664,114.01492179,112.99986179,125.47128985999996
1364934000000,113.95994786,113.95970134,113.95994786,113.00159534,4.55775005
1364934060000,113.8,113.82857211,113.82857211,113.8,5.41495475
1364934120000,113.82857211,113.82857211,113.82857211,113.82857211,0.41495475
1364934180000,113.8,113.83626119,113.8450373,113.8,33.91234045
1364934240000,113.90627031,113.90627031,113.90627031,113.90627031,1.0
1364934300000,113.8987233,113.8987233,113.8987233,113.8987233,0.1
1364934480000,113.88998,113.88998,113.88998,113.88998,2.11119888
1364934540000,113.8899516,113.8899516,113.8899516,113.8899516,32.50673
1364934600000,113.8899516,113.50000311,113.88996311,113.50000311,71.61218528
1364934660000,112.87725384,112.87725384,112.87725384,112.87725384,0.88108472
1364934720000,112.87562638,113.89137362,113.89137362,112.86561638,60.42715193
1364935020000,112.52480604,112.83,112.83,112.52480604,2.52527883
1364935200000,113.88625193,113.88625193,113.88625193,113.88625193,1.0
1364935320000,113.05,113.05,113.05,113.05,2.0
1364935380000,113.3,113.3,113.3,113.3,2.1500683
1364935440000,112.81176799,112.81176799,112.81176799,112.81176799,23.0
1364935500000,112.81581563,112.8155054,112.81581563,112.8155054,15.99
1364935560000,112.1221439,112.1221439,112.1221439,112.1221439,10.00046127
1364936460000,113.78964456,113.79964456,113.79964456,113.78964456,50.0
1364936580000,113.79011958,113.79011958,113.79011958,113.79011958,40.0
1364936880000,115.0,115.0,115.0,115.0,10.0
1364936940000,115.79955319,115.79983854,115.79983854,115.79955319,2.58335469
1364937000000,115.79983854,115.0,115.79983854,115.0,8.79610761
1364937060000,115.0,115.0,115.0,115.0,5.0
1364937180000,114.69947339,114.99380948,114.99380948,114.32047339,7.07279877
1364937240000,114.99380948,115.0,115.0,114.99,9.07279877
1364937480000,114.99,115.0,115.0,114.99,25.0
1364937720000,114.99584835,114.99584835,114.99584835,114.99584835,10.0
1364938080000,114.99,115.0,115.0,114.99,25.0
1364938140000,115.00001,115.0,115.00001,115.0,34.82416471
1364938560000,115.19985386,115.19985386,115.19985386,115.19983386,7.65077545
1364939100000,114.76649508,114.7623716,114.76649508,114.7623716,12.87852312
1364939280000,114.78567917,114.78567917,114.78567917,114.78567917,5.94625
1364939340000,114.49971709999998,114.49997966,114.49998966,114.49971709999998,20.91435436
1364939400000,114.49998966,114.99000218,114.99000218,114.49998966,11.21654495
1364939520000,114.99358503,114.99358503,114.99358503,114.99358503,1.0
1364939640000,114.89845105,114.55847105,114.89845105,114.55847105,17.88390704
1364939760000,114.56990128,114.56990128,114.56990128,114.56990128,1.20454545
1364939880000,114.98999,115.29,115.29,114.98999,25.0
1364939940000,115.7625,115.7625,115.7625,115.7625,3.0
1364940180000,115.36893245,114.49893245,115.36893245,114.49893245,269.95120004
1364940300000,115.7625,115.34265698,115.7625,115.34265698,7.246548700000001
1364940360000,115.39265698,115.72265698,115.72265698,115.39265698,61.80345129999999
1364940540000,115.69124137,115.73124137,115.73124137,115.69124137,35.25
1364940840000,114.47877001,114.78276001,114.78276001,114.47877001,12.10927374
1364940900000,114.47601,114.779,114.779,114.47601,7.890726259999999
1364941140000,115.1,115.19,115.19,115.1,35.129999999999995
1364941200000,115.19,115.19,115.19,115.19,4.0
1364941320000,115.18,115.18,115.18,115.18,0.2
1364941560000,114.48165448,114.27588448,114.48165448,114.27588448,8.0
1364941620000,115.18,115.18,115.18,115.18,8.0
1364941740000,113.51525957,113.51525957,113.51525957,113.51525957,0.1
1364941980000,114.9,114.9,114.9,114.9,2.0
1364942040000,114.99617228,114.99617228,114.99617228,114.99617228,2.61084365
1364942100000,114.99617228,114.99305459999998,114.99617228,114.99305459999998,10.38915635
1364942340000,114.16999361,114.99812838,114.99813838,114.16999361,5.67762842
1364942460000,114.23890832,114.16949832,114.23890832,114.16949832,6.0
1364942520000,114.9894532,114.9894532,114.9894532,114.9894532,0.1088
1364942580000,114.9894532,114.98950535,114.98999,114.9894532,0.1631999999999999
1364942640000,114.98999,114.98999,114.98999,114.98999,11.00037158
1364942880000,114.20402904,114.96929827,114.96929827,114.20402904,19.54398515
1364942940000,114.80000609,114.95999609,114.95999609,114.80000609,0.97475951
1364943300000,114.8,114.8,114.8,114.8,100.0
1364943360000,114.9348,114.9348,114.9348,114.9348,4.03988098
1364943720000,115.0,115.0,115.0,115.0,4.1
1364943780000,114.94196603,114.94196603,114.94196603,114.94196603,31.9
1364943840000,114.95061925,114.94868825,114.95061925,114.94868825,0.2
1364943900000,114.9468223,114.9468223,114.9468223,114.9468223,0.14
1364943960000,114.97473290000002,114.97473290000002,114.97473290000002,114.97473290000002,0.14
1364944740000,115.99801741,115.99801741,115.99801741,115.99801741,34.87369601
1364944800000,116.0,116.0,116.0,116.0,3.0
1364944980000,116.00008995,116.00009995,116.00009995,116.00008995,3.0
1364945100000,116.0,116.20703354,116.20703354,115.74297646,3.49993079
1364945760000,116.10648839,116.10648839,116.10648839,116.10648839,2.0
1364945820000,116.7262,116.7262,116.7262,116.7262,10.0
1364946120000,117.5951,117.5951,117.5951,117.5951,1.0
1364946180000,117.5951,118.01567833,118.3867,117.5951,219.49993079
1364946720000,116.88,116.88,116.88,116.88,1.0021584
1364946960000,117.33,117.33,117.33,117.33,5.0
1364947140000,118.22935407,118.22935407,118.22935407,118.22935407,1.0
1364947260000,117.95826131,117.95826131,117.95826131,117.95826131,1.0
1364947440000,117.33,116.88,117.45962017,116.88,25.0
1364947620000,116.88,116.53353,117.34204,116.3,200.0
1364947680000,117.34202,117.61999,117.85,117.34202,100.0
1364947740000,117.31015953,117.62015953,117.62015953,117.31015953,11.5
1364947860000,116.52501,116.5101,116.52501,116.5101,15.0
1364947980000,117.51225426,117.59225426,117.59225426,117.51225426,75.73484671
1364948040000,117.63195426,116.57592778,117.63224426,116.57592778,28.66045827
1364948100000,117.17490778,117.52646229,117.52646229,116.57592778,13.17171615
1364948160000,117.17034258,116.58034258,117.17034258,116.58034258,3.0
1364948520000,116.65,116.65,116.65,116.65,5.80176468
1364948580000,116.65,117.42050944,117.42050944,116.65,5.73232623
1364948640000,117.28579719,116.65,117.42331719,116.65,12.06881537
1364948700000,116.65,117.46011957,117.46011957,116.65,18.47278528
1364949300000,117.26297254,117.26297254,117.26297254,117.26297254,2.0
1364949420000,117.00003262,117.00003262,117.00003262,117.00003262,1.34737825
1364949480000,116.72,116.72,116.72,116.72,4.0
1364949540000,117.0,117.19000248,117.19000248,117.0,2.0
1364949720000,117.15,117.15,117.15,117.15,0.39
1364950320000,117.51527725,117.81528725,117.81528725,117.51527725,4.25131313
1364950800000,118.35,118.35,118.35,118.35,1.0
1364951220000,118.35,118.35,118.35,118.35,18.0
1364951340000,117.37001,117.889,118.35,117.37001,11.0
1364951400000,117.1,117.1,117.1,117.1,18.0
1364951580000,118.35,118.35,118.35,118.35,14.0
1364951640000,118.35,118.35,118.35,118.35,10.0
1364951700000,118.35,118.35,118.35,118.35,5.0
1364951880000,117.1,117.5,117.5,117.1,49.0
1364951940000,117.5,117.5,117.5,117.5,0.09490844
1364952060000,117.5,117.5,117.5,117.5,10.90509156
1364952120000,117.74955262,118.35,118.35,117.49955262,22.71356376
1364952300000,118.35,118.35,118.35,118.35,3.41356376
1364952720000,118.35,118.35,118.35,118.35,6.18643624
1364952780000,118.20056829,118.20056829,118.20056829,118.20056829,4.31356376
1364953020000,118.00099218,118.00100218,118.00100218,118.00099218,20.0
1364953080000,118.00536838,118.20536838,118.20536838,118.00536838,16.01006687
1364953140000,118.00223759,118.00223759,118.00223759,118.00223759,0.847
1364953200000,118.00622087,118.34622087,118.34622087,118.00622087,18.0
1364953320000,117.89001,117.89001,117.89001,117.89001,0.00509156
1364953380000,118.38786670000002,118.3880667,118.3880667,118.38786670000002,2.60568644
1364953440000,117.94,117.94,117.94,117.94,0.449
1364953620000,117.63,118.0,118.0,117.63,21.74002413
1364953740000,117.53999,117.54,117.54,117.53999,9.25997587
1364954040000,117.98999,117.98999,117.98999,117.98999,2.71
1364954820000,116.57909668,116.57909668,116.57909668,116.57909668,5.0
1364956200000,118.03224427,118.03224427,118.03224427,118.03224427,1.0
1364956260000,118.99,118.99,119.09811195,118.99,1.2674
1364956320000,118.99,119.114,119.114,118.99,20.0
1364956440000,119.114,119.39,119.787,119.114,19.64052737
1364956500000,118.67501027,118.67501027,118.67501027,118.67501027,5.0
1364956620000,119.57,119.57,119.57,119.57,1.5
1364957100000,119.9208287,119.87224649,119.92224649,119.8708287,0.6
1364957280000,119.98961112,120.0,120.0,119.98961112,9.5
1364957340000,120.4135,120.4135,120.4135,120.4135,9.1
1364957400000,120.4135,121.07243355,121.12260101,120.4135,1.7000000000000004
1364957460000,121.02243355,121.12243355,121.12243355,121.02243355,0.5
1364957520000,120.9997,121.06232628,121.06232628,120.9997,0.6
1364957640000,121.13001368,121.13001368,121.13001368,121.13001368,8.06
1364957700000,121.93299797,120.9997,121.93299797,120.9997,0.9
1364957760000,121.93299797,121.88299797,121.93299797,121.88299797,0.4
1364957880000,120.9997,121.18,121.18,120.9997,2.0
1364957940000,121.15,121.5506,121.5506,120.9997,40.1
1364958000000,122.0,121.14,123.5,121.14,156.5
1364958420000,121.99945179,121.19945179,121.99945179,121.19945179,15.53900699
1364958600000,123.8997,123.8997,123.8997,123.8997,0.65
1364958660000,123.8997,125.0697,125.0697,123.8997,37.2
1364959020000,124.54630392,123.98375337,125.0697,123.98375337,2.2
1364959080000,124.48375337,124.47891141,124.48375337,124.47891141,3.80987862
1364959200000,124.51383367,124.51383367,124.51383367,124.51383367,0.1
1364959380000,124.65,124.55,124.65,124.55,10.0
1364959440000,124.87873909999998,124.87873909999998,124.87873909999998,124.87873909999998,5.0
1364959500000,124.87539613,124.87435902,124.87540613,124.87435902,10.0
1364959740000,124.95,124.95,124.95,124.95,5.0
1364959800000,125.0697,125.4296,125.4296,125.0697,10.0
1364959860000,125.4296,125.4296,125.4296,125.4296,5.14957
1364959920000,125.12972332,125.12972332,125.12972332,125.12972332,5.08914
1364959980000,125.7764,125.7764,125.7764,125.7764,4.8293846
1364960160000,126.12497332,126.00097332,126.12497332,126.00097332,13.0
1364960220000,126.48971679,124.62471679,126.48971679,124.62471679,168.85840003999994
1364960280000,124.59972679,126.49330887,127.0,124.59971679,80.75848355000002
1364960400000,123.8171708,124.0040708,124.0040708,123.8171708,11.0
1364960580000,123.99726571,124.02144829,124.02144829,123.99726571,11.03729
1364960640000,123.52533057,123.53085729999998,123.53085729999998,123.52533057,115.23729
1364960700000,123.52738372,123.52738372,123.52738372,123.52738372,15.0
1364960760000,124.0284649,124.0284649,124.0284649,124.0284649,1.0
1364961480000,123.04427766,122.76543747,123.04427766,122.55,100.0
1364961540000,123.01621056,123.01621056,123.01621056,123.01621056,10.0
1364961600000,123.00054418,123.0,123.00054418,123.0,20.0
1364961720000,123.40062759,123.30247491,123.40062759,123.30247491,2.0
1364961840000,123.00031904,120.21885398,123.00031904,120.0,32.0
1364961900000,121.79885398,119.59257752,121.79885398,119.59257752,24.02247018
1364961960000,119.57438752,119.99938752,121.29861248,119.47758752,38.05964611
1364962020000,120.79447264,119.0078639,120.79447264,118.9979539,106.77636216000003
1364962080000,119.0078539,119.93348482,119.93441783,117.99441783,228.41331784
1364962140000,119.93348482,119.93293013,119.93348482,119.93293013,60.0
1364962200000,118.45278981,118.47414816,118.71414816,118.45278981,6.481419999999999
1364962320000,119.57202826,119.80640826,119.80640826,119.57202826,11.0
1364962440000,118.85411716,118.94411716,118.98411716,118.85411716,4.26735
1364962500000,118.54579326,118.54579326,118.54579326,118.54579326,0.424
1364962800000,123.25,123.25,123.25,123.25,4.3
1364962860000,118.5,122.86155,123.25,118.5,10.57273553
1364963160000,120.025,122.86155,122.86155,120.025,10.65341463
1364963220000,120.3,120.3,120.3,120.3,2.0
1364963400000,122.49884468,122.49884468,122.49884468,122.49884468,1.7475115
1364963460000,122.85702488,122.85702488,122.85702488,122.85702488,0.3524885
1364963520000,122.90630645,122.90630645,122.90630645,122.85170355,13.00468182
1364963580000,122.8482718,122.8482718,122.8482718,122.8482718,0.1
1364963700000,121.84814385,121.84814385,121.84814385,121.84814385,2.0
1364963820000,122.00467335,123.3,123.3,122.00467335,10.0
1364963880000,121.99969117,121.99969117,121.99969117,121.99969117,6.0
1364964060000,122.75373,122.75373,122.75373,122.75373,0.5
1364964180000,122.79044571,122.78825989,122.85956429,122.78825989,10.71363636
1364964240000,122.86051597,122.86051597,122.86051597,122.86051597,10.0
1364964300000,122.85932393,122.84996347,123.3,122.8482959,166.78258743
1364964360000,122.84987046,122.84987046,122.84987046,122.84987046,7.62986557
1364964420000,122.85,122.85011069,122.85011069,122.85,6.3676
1364964480000,122.889,122.889,122.889,122.889,3.6
1364964720000,122.35,122.35,122.35,122.35,6.0
1364964840000,122.35,122.35,122.35,122.35,0.5
1364964900000,121.01205039,121.01205039,121.01205039,121.01205039,0.65
1364964960000,121.0040125,121.0040125,121.0040125,121.0040125,5.0
1364965020000,122.1,122.1,122.1,122.1,5.0
1364965080000,121.01008454,121.01008454,121.01008454,121.01008454,10.0
1364965200000,121.01092105,120.99991105,121.01092105,120.99991105,70.83901707999998
1364965260000,122.35012536,122.40012536,122.40012536,122.35012536,20.0
1364965380000,120.64745754,122.76578858,122.76578858,120.64745754,126.73643677
1364965440000,119.0,120.01488365,120.01488365,119.0,2.90909076
1364965680000,120.0,120.0,120.0,120.0,0.5
1364965740000,120.0,120.0,120.0,120.0,2.14308685
1364965800000,120.9990297,120.9990297,120.9990297,120.9990297,10.1
1364965860000,121.00015814,120.9978138,121.00015814,120.9978138,6.1
1364965920000,121.00032348,120.0,121.00032348,120.0,5.2
1364966040000,120.99731616,121.00033616,121.00033616,120.99731616,5.0
1364966160000,120.99920019,120.99921019,121.00223019,120.99920019,34.50305759
1364966220000,121.72206495,121.72206495,121.78855495,121.72206495,5.37764039
1364966340000,121.80000021,121.80000021,121.80000021,121.80000021,5.0
1364966400000,121.80087443,121.80073075,121.80087443,121.80073075,0.10465908
1364966820000,121.14613347,121.14613347,121.14613347,121.14613347,0.06303837
1364967120000,121.14022259,121.1446237,121.1446237,121.14022259,0.14560267
1364967840000,122.63972247,122.63972247,122.63972247,122.63972247,20.0
1364967900000,122.63205681,122.63205681,122.63205681,122.63205681,0.843
1364968200000,123.2,122.97,123.2,122.9636,155.0
1364968260000,123.93631249,123.94528249,123.94528249,123.93631249,0.6754352000000001
1364968320000,123.8796044,123.8796044,123.8796044,123.8796044,5.0
1364968560000,124.6376406,124.6376406,124.6376406,124.6376406,5.6
1364968620000,124.63486328,124.63375673,126.8,124.63375673,31.4
1364968680000,124.63694215,124.63694215,124.63694215,124.63694215,5.6
1364968800000,124.00958618,124.00958618,124.00958618,124.00958618,2.86438314
1364968920000,125.10858571,125.10858571,125.73410571,125.10858571,0.49152
1364968980000,125.11769428,126.995,126.995,125.11769428,2.1
1364969340000,126.995,126.995,126.995,126.995,4.0
1364969520000,126.995,129.00293118,129.00293118,126.995,300.0
1364969580000,126.99708882,126.99129071,127.0,126.99129071,57.81524281
1364969640000,127.51497116,129.14157361,129.14157361,127.51497116,33.44029667
1364969700000,127.4,127.4,127.4,127.4,0.1
1364969820000,127.4,127.4,127.4,127.4,7.9
1364969880000,128.99536959,128.99536959,128.99536959,128.99536959,16.0
1364969940000,130.99328426,130.99328426,130.99328426,130.99328426,10.0
1364970000000,131.0,131.0,131.0,131.0,10.0
1364970120000,131.0,131.0,131.0,131.0,4.0
1364970540000,128.27705656,128.27200656,128.27705656,128.27200656,12.0
1364970660000,130.00249842,130.00249842,130.00455842,130.00249842,2.6784
1364970720000,130.00249842,129.0,130.00249842,129.0,1.7692
1364970780000,129.91145601,129.91311631,129.91311631,129.91145601,3.5256
1364970840000,129.91311631,129.92612575,129.92612575,129.01133224,8.9488
1364970900000,131.0,130.016395,131.0,130.016395,17.4649887
1364970960000,131.79912076,131.79912076,131.79912076,131.79912076,0.189255
1364971020000,131.79912076,130.5,131.79912076,130.5,0.52617
1364971200000,131.73626000000002,131.73626000000002,131.73626000000002,131.73626000000002,0.36059592
1364971440000,132.4,132.38314348,132.4,132.38314348,41.61076038
1364971500000,132.37898219,132.37898219,132.37898219,132.37898219,1.0
1364971620000,132.3742151,132.4,132.4,132.3742151,8.38923962
1364971680000,132.5324072,134.6,134.6,132.5324072,48.45
1364971740000,135.0,135.0,135.0,135.0,5.0
1364971800000,132.00248652,132.00248652,132.00248652,132.00248652,1.17748616
1364971860000,131.99953677,131.71527547,131.99953677,130.99973677,37.68241642
1364971980000,131.98821542,131.98821542,131.98821542,131.98821542,3.16637974
1364972040000,131.54758737,132.02390421,132.02390421,131.54758737,12.6625
1364972160000,135.0,135.0,135.0,135.0,5.0
1364972220000,136.5316671,140.0316671,140.0316671,136.5316671,40.0
1364972280000,136.5482124,136.5482124,136.5482124,136.5482124,5.0
1364972340000,136.5482124,136.5482124,136.5482124,136.5482124,8.0
1364972520000,134.25,134.05,134.25,134.05,3.0
1364972580000,134.05980316,134.00780316,134.05980316,134.00780316,28.58925733
1364972640000,133.0,133.98819113,134.05980316,133.0,129.37834267
1364972700000,135.00118576,135.00118576,135.00118576,135.00118576,0.82308419
1364973000000,137.19997675,137.19997675,137.19997675,137.19997675,0.5
1364973120000,137.08926318,136.98926318,137.08926318,136.98926318,11.99812759
1364973240000,137.12837384,137.13192966,137.13192966,137.12837384,3.9
1364973540000,135.0,135.00147871,135.00147871,135.0,2.95
1364973600000,135.00147871,135.01203301,135.01203301,135.00147871,10.2
1364973720000,130.0,130.0,130.0,130.0,0.1
1364973840000,135.06436236,136.96291563,136.96291563,135.06291563,26.956552270000003
1364973900000,136.96291563,136.95562137,136.96291563,134.0,1.53276135
1364974140000,137.00518019,135.99,137.00874164,135.99,6.07735955
1364974200000,137.00874164,137.0,137.00874164,135.99,36.05246426
1364974320000,136.19485145,135.19484145,136.19485145,135.19484145,59.99999999999999
1364974500000,137.21076911,137.21076911,137.21076911,137.21076911,0.02887382
1364974560000,137.21076911,137.21076911,137.21076911,137.21076911,0.01443691
1364974620000,138.2998,138.2998,138.2998,138.2998,0.6
1364974680000,140.0,140.0,140.0,140.0,6.0
1364974800000,142.00029354,142.00030354,142.00030354,142.00029354,0.92707842
1364974860000,142.00082849999995,143.0,143.0,142.00082849999995,33.95107644
1364974920000,143.0,143.0,143.0,143.0,20.99792356
1364974980000,142.208726,142.208726,142.208726,142.208726,1.485
1364975040000,142.2153325,142.2153325,142.9953425,142.2153325,12.506460789999998
1364975220000,142.02587141,142.02789973,142.02789973,142.02587141,10.5
1364975280000,143.0,142.0,143.0,142.0,5.0
1364975340000,142.03701387,141.8521961,142.03701387,141.14666609999998,2.11958
1364975400000,141.14666609999998,141.14479199,141.8521961,141.14479199,0.66704
1364975520000,142.04497133,142.54497133,142.54497133,142.04497133,6.0
1364975640000,139.88107225,139.88107225,139.88107225,139.88107225,2.0
1364975760000,141.95146377,141.95146377,141.95146377,141.95146377,5.48786263
1364975880000,145.0,145.0,145.0,145.0,1.0
1364976360000,143.66312025,143.66312025,143.66312025,143.66312025,0.62233098
1364976420000,143.8,143.8,143.8,143.8,5.0
1364976660000,144.4022365,144.39609684,144.4022365,144.30986316,3.08
1364976780000,145.0,144.81099996,145.0,144.73704996,46.13669941
1364976960000,145.22278026,145.53508026,145.53508026,145.22278026,0.452
1364977140000,144.99825598,144.99825598,144.99825598,144.99825598,0.1
1364977440000,145.88240209,146.7600864,146.7600864,145.88240209,5.0
1364978040000,146.88,146.88,146.88,146.88,1.348
1364978340000,145.71217067,146.09734096,146.09734096,145.71217067,38.39
1364978400000,145.70265904,145.70265904,145.70265904,145.70265904,7.00004356
1364978640000,145.6899,145.6899,145.6899,145.6899,18.97201396
1364979120000,142.0,142.0,142.0,142.0,10.0
1364979600000,125.0,125.0,125.0,125.0,10.0
1364979720000,135.0,135.0,135.0,135.0,10.0
1364979780000,135.0,135.0,135.0,135.0,8.0
1364979900000,139.0,145.5,145.5,139.0,16.88
1364980020000,135.0,135.0,135.0,135.0,5.0
1364980140000,137.0,137.0,137.0,137.0,0.65
1364980200000,135.0,132.56633,135.15,132.56633,6.00752693
1364980320000,135.37497,135.37497,135.37497,135.37497,3.0
1364980380000,134.0,133.131,134.0,133.131,53.0
1364980440000,133.131,133.131,133.131,133.131,139.17190099
1364980560000,132.53589588,132.53589588,132.53589588,132.53589588,3.0
1364980620000,133.77122825,133.77122825,133.77122825,133.77122825,2.42277396
1364980680000,133.14337668,134.12721458,134.12721458,133.0,27.59891604
1364980740000,134.0,134.97901922,134.97901922,134.0,23.73177843
1364980920000,132.83808681,132.94767433,132.94767433,132.83808681,50.00000000000001
1364981100000,132.9176639,134.0,134.0,132.9176639,1.48991157
1364981280000,138.55,138.55,138.55,138.55,1.0
1364981400000,135.14,135.15,137.127,135.14,92.78
1364981460000,136.6537,133.15,136.6537,133.15,20.0
1364981520000,133.09016,133.09016,137.127,133.0901,48.41422974
1364981580000,133.09016,134.0,134.0,133.09016,150.0
1364981640000,132.0,132.0,132.35,132.0,37.0
1364981760000,132.0,135.11901649,135.11901649,132.0,6.0
1364981880000,129.34620238,129.32299636,129.34620238,129.32299636,1.92978636
1364981940000,131.0,125.91918409,131.0,125.91918409,42.07021364
1364982000000,131.21438333,131.41267887,131.86267887,124.93767887,90.72999999999986
1364982060000,131.36267887,130.07283626,131.36267887,130.01013788,30.24
1364982120000,129.33598695,129.33598695,129.33598695,129.33598695,28.0
1364982180000,127.0,125.8741261,127.0,125.8741261,72.98
1364982240000,128.24279732,125.86779732,128.24279732,125.86779732,13.0
1364982360000,130.50991000000002,126.0,130.50991000000002,126.0,5.0
1364982420000,130.9,127.93428,130.9,127.93428,16.9889791
1364982480000,131.0,131.0,132.0,131.0,26.0
1364982660000,130.0,130.0,130.0,130.0,15.0
1364982720000,130.1,130.1,130.1,130.1,10.0
1364982780000,130.1,130.1,130.1,130.1,5.0
1364982900000,130.0,130.13,130.13,129.99,11.0
1364983020000,128.00318592,128.68073493,128.68073493,128.00318592,51.5
1364983200000,129.99,129.99,129.99,129.99,17.65
1364983260000,129.98,130.00043195,130.13,129.89040195,85.55000000000003
1364983320000,129.87615991,129.87615991,129.87615991,129.87615991,12.0
1364983380000,129.99581046,130.00581046,130.00581046,129.99581046,107.0
1364983500000,130.01799311,130.88516369,130.88516369,130.01799311,86.25400578
1364983620000,130.52319988,130.55364988,130.55364988,130.52319988,0.22
1364983680000,130.52495272,130.0,130.52943272,130.0,1.05051
1364983740000,130.43031871,130.43031871,130.43031871,130.43031871,1.5
1364983800000,131.08621092,131.62943092,131.62943092,131.08621092,1.1
1364983860000,131.09205392,131.09205392,131.09205392,131.09205392,0.3
1364983920000,128.74836463,128.74836463,128.74836463,128.74836463,0.4
1364983980000,128.75,128.75,131.62783000000002,128.75,38.8843462
1364984040000,128.75,128.75,128.75,128.75,9.46858655
1364984100000,129.94899999999998,130.05,130.05,129.94899999999998,15.0
1364984220000,131.05,131.05,131.05,131.05,0.2
1364984280000,130.54131999999998,130.54131999999998,130.54131999999998,130.54131999999998,1.14695591
1364984340000,132.02210984,132.02210984,132.02210984,132.02210984,0.06781551
1364984640000,131.59534167,131.84534167,131.84534167,131.59534167,0.16
1364984700000,131.59677755,131.84677755,131.84677755,131.59677755,0.15208461
1364985000000,132.84453103,132.84453103,132.84453103,132.84453103,0.0796559999999999
1364985180000,135.0,135.0,135.0,135.0,10.0
1364985240000,135.0,135.0,136.09380583,135.0,52.0
1364985300000,135.0,135.0,135.0,135.0,18.2
1364985360000,137.11703789,137.11703789,137.11703789,137.11703789,0.059742
1364985480000,138.07042434,138.07042434,138.07042434,138.07042434,10.0
1364985900000,135.91353641,135.91353641,135.91353641,135.91353641,0.029871
1364986020000,135.93810253,138.1,138.1,135.93810253,10.0
1364986140000,136.90479853,137.98579853,137.98579853,136.90479853,50.0
1364986320000,137.01307956,137.01307956,137.01307956,137.01307956,0.0757791999999999
1364986500000,137.91849571,137.91849571,137.91849571,137.91849571,2.35913254
1364986560000,137.94715452,138.46930328,138.46930328,137.94714452,82.87086746
1364986620000,138.0,138.45522655,138.45522655,138.0,14.0
1364986680000,138.6,139.04870785,139.04870785,138.5683,11.02
1364986740000,138.91390808,139.86391808,140.3924,138.91390808,52.3443802
1364986800000,137.39324502,137.38891744,137.39324502,136.94101256,11.99791539
1364986860000,138.66845298,139.61861524,139.87862524,138.66845298,64.32733257
1364986920000,139.8734389,140.0734389,140.0734389,138.2535789,14.94
1364986980000,140.0,139.59868484,140.06968986,138.19548986,7.316846699999997
1364987040000,140.0,140.0,140.0,140.0,2.29
1364987100000,139.40280696,139.40280696,139.40280696,139.40280696,13.0
1364987160000,138.99851018,138.99851018,138.99851018,138.99851018,10.0
1364987220000,138.99238844,138.99237844,138.99238844,138.99237844,6.6773000000000025
1364987280000,139.76445425,139.76445425,139.76445425,139.76445425,7.88908766
1364987400000,140.02528984,140.14323096,140.14323096,140.02528984,3.3734316
1364987520000,141.00931866,141.01491355,141.01491355,141.00931866,10.0
1364987580000,141.03733694,141.03750180000003,141.03750180000003,141.03733694,0.6
1364988360000,140.0,137.55737898,140.0,137.55737898,310.0
1364988480000,139.00695567,137.55686567,139.00695567,137.55686567,10.0
1364988540000,139.49620418,139.49620418,139.49620418,139.49620418,2.2
1364988780000,137.83753181,137.57807181,137.83753181,137.57807181,20.0
1364988840000,137.66757518,137.66757518,137.66757518,137.66757518,3.0064
1364988900000,137.56657518,137.56657518,137.56657518,137.56657518,16.9936
1364989440000,138.98737075,138.98737075,138.98737075,138.98737075,2.0
1364989680000,138.94884149,138.94884149,138.94884149,138.94884149,1.0
1364990100000,139.0,139.21047258,139.21047258,139.0,4.0
1364990160000,138.61507680000005,138.61507680000005,138.61507680000005,138.61507680000005,0.01
1364990280000,139.28576313,139.28576313,139.28576313,139.28576313,0.03326511
1364990340000,139.1,139.1,139.1,139.1,4.0
1364990400000,139.29978939,139.39646413,139.39916939,139.1,45.96673489000001
1364990460000,139.00385587,139.00385587,139.00385587,139.00385587,0.009
1364990940000,139.20035515,139.20035515,139.20035515,139.20035515,0.298119
1364991300000,138.97638144,138.97638144,138.97638144,138.97638144,5.0
1364991480000,139.20144046,139.20144046,139.20144046,139.20144046,0.07289912
1364991900000,139.89788073,140.00723073,140.00723073,139.89788073,0.09056285
1364992500000,141.01135261,141.01135261,141.01135261,141.01135261,0.15
1364992560000,141.00488405,141.00389855,141.00488405,141.00389855,0.13361364
1364992680000,141.03004219,141.03004219,141.03004219,141.03004219,0.28358
1364992740000,141.04420099,141.04420099,141.04420099,141.04420099,0.14179
1364992800000,141.00943333,141.00943333,141.00943333,141.00943333,0.29101636
1364993220000,141.82927743,141.82927743,141.82927743,141.82927743,20.0
1364993700000,142.04,142.04,142.04,142.04,7.0
1364993820000,142.04,142.0444,142.0444,142.04,5.0
1364994000000,141.05293,141.05293,141.05293,141.05293,3.99594273
1364995020000,141.995,141.995,141.995,141.995,0.37627709
1364997120000,138.05,138.0,138.05,138.0,3.2
1364998500000,135.0,135.0,135.0,135.0,0.1
1364999100000,135.0,135.0,135.0,135.0,0.1
1365000180000,135.0,135.0,135.0,135.0,3.6
1365001560000,137.1,137.5,137.5,137.1,5.0
1365001620000,137.5,137.5,137.5,137.5,3.0
1365002100000,137.5,137.5,137.5,137.5,0.95636
1365002400000,137.5,137.5,137.5,137.5,2.0
1365002520000,137.5,137.5,137.5,137.5,1.0
1365002580000,137.5,137.5,137.5,137.5,3.76964
1365003240000,137.5,137.5,137.5,137.5,0.00036
1365003480000,137.0,138.0,138.0,137.0,2.0
1365003900000,130.0,130.0,130.0,130.0,0.64
1365004260000,130.0,130.0,130.0,130.0,1.0
